file,date,time,location,zip code,subspecies,health,pollen_carrying,caste
001_043.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_044.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_046.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_047.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_050.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_051.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_054.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_056.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_078.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_082.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_083.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_085.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_091.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_092.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_093.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_094.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_095.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_096.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_097.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_118.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_120.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_121.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_122.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_124.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_126.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_127.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_131.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_132.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_133.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_134.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_135.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_138.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_140.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_144.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_145.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_147.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_149.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_151.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_152.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_156.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_159.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_160.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_163.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_164.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_167.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_168.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_169.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_171.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_172.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
001_173.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_022.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_023.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_024.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_026.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_030.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_031.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_033.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_034.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_035.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_037.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_044.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_046.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_051.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_053.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_054.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_055.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_072.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_073.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_078.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_079.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_080.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_081.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_082.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_086.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_087.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_092.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_094.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_097.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_099.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_100.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_101.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
002_103.png,8/25/18,14:00,"Kalakadu, Tamil Nadu",627007,Dammer bee,healthy,FALSE,worker
